Memo ID,account_id,Date,Shortcode,Memo,Rep ID,Sentiment,Channel,Intent
451,c78b79e7-7e1a-4f7f-aaee-a7facfdfa03c,2025-04-08,CHQ BK,2025-04-08 | CHQ BK | Rep: REP168 | Note: Customer satisfied with resolution.,REP168,Neutral,Email,Order Cheque Book
452,54627136-b89e-4b46-9369-d779131a1074,2025-04-16,FEE WVR,2025-04-16 | FEE WVR | Rep: REP042,REP042,Negative,Voice,Fee Waiver Request
453,52014828-a05b-4c5c-ad00-9b7483e22d75,2025-01-26,DISP,2025-01-26 | DISP | Rep: REP323 | Note: Advised to visit branch with original documents.,REP323,Negative,Email,Dispute Transaction
454,0f301ab3-6241-4c1a-83c1-90cfbc891002,2024-10-23,FEE WVR,2024-10-23 | FEE WVR | Rep: REP409 | Note: Offered balance transfer options; customer interested.,REP409,Positive,Voice,Fee Waiver Request
455,8baa998e-4295-4756-869b-770df05f293f,2025-02-12,ACCT,2025-02-12 | ACCT | Rep: REP929 | Note: Dispute form submitted; follow-up needed in 5 days.,REP929,Negative,Voice,General Account Info
456,14453942-d088-4bae-b015-824ba4821f08,2025-04-14,FEE WVR,2025-04-14 | FEE WVR | Rep: REP158 | Note: Fraud alert placed on the account.,REP158,Positive,Voice,Fee Waiver Request
457,5a8c24e3-6b78-4c44-9f0c-fe70174b1230,2025-04-16,TXN,2025-04-16 | TXN | Rep: REP914,REP914,Positive,Chat,Transaction Issue
458,32d5fe86-eac5-40e9-8b43-f8c963ba2f01,2025-04-05,BAL QRY,2025-04-05 | BAL QRY | Rep: REP198,REP198,Negative,Chat,Balance Inquiry
459,17a85cba-2f69-4b99-8db4-252f70b0ef33,2025-01-12,OTP,2025-01-12 | OTP | Rep: REP856 | Note: Customer complained about unrecognized transaction.,REP856,Negative,Email,Authentication Help
460,5f9c04ee-03d3-44a5-b221-ad85fe6269be,2024-12-30,OTP,2024-12-30 | OTP | Rep: REP892,REP892,Negative,Email,Authentication Help
461,5282a13a-908f-4fe8-b799-d702be60d2f7,2025-04-17,NRI,2025-04-17 | NRI | Rep: REP813 | Note: Advised to visit branch with original documents.,REP813,Negative,Voice,Foreign Services
462,06d270b6-6fce-4d22-8fab-558f39f019ab,2025-01-18,COLL,2025-01-18 | COLL | Rep: REP908,REP908,Neutral,Email,Collections Call
463,39c58908-0e01-4368-a3c6-d1147d2a69d9,2024-12-07,CHQ BK,2024-12-07 | CHQ BK | Rep: REP760,REP760,Neutral,Voice,Order Cheque Book
464,47ef81b0-6f52-4417-b977-c0b1ceca29eb,2025-02-28,FEE WVR,2025-02-28 | FEE WVR | Rep: REP166,REP166,Neutral,Voice,Fee Waiver Request
465,a226dc1c-bb88-40bd-9556-7af947862c29,2024-12-20,CLOSE ACCT,2024-12-20 | CLOSE ACCT | Rep: REP261,REP261,Negative,Chat,Close Account
466,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2024-12-15,CHQ BK,2024-12-15 | CHQ BK | Rep: REP354,REP354,Neutral,Email,Order Cheque Book
467,52014828-a05b-4c5c-ad00-9b7483e22d75,2025-03-10,BAL TRF,2025-03-10 | BAL TRF | Rep: REP486,REP486,Positive,Chat,Balance Transfer Request
468,4643ab21-aebd-4ee8-a202-40426dec5225,2025-01-01,DC,2025-01-01 | DC | Rep: REP789,REP789,Neutral,Email,Debit Card Service
469,4643ab21-aebd-4ee8-a202-40426dec5225,2025-02-20,KYC,2025-02-20 | KYC | Rep: REP332 | Note: Customer confirmed identity after 2FA.,REP332,Neutral,Email,Account Verification
470,bf3dabb4-534e-439c-8e50-da466bd22af9,2024-11-07,NPS ACCT,2024-11-07 | NPS ACCT | Rep: REP709,REP709,Neutral,Voice,Open New Account
471,f0f4107a-3ef7-4a62-bd63-35453e5482c2,2024-12-26,STMT RQ,2024-12-26 | STMT RQ | Rep: REP891,REP891,Positive,Voice,Get Statement
472,225cc911-8434-49ec-b30f-7cfd9c4a33b2,2024-11-02,ECS RVS,2024-11-02 | ECS RVS | Rep: REP856,REP856,Neutral,Email,Reversal Request
473,91aae7c3-2bcf-4b9b-b239-0dd0de5f6e6f,2025-01-25,PIN RST,2025-01-25 | PIN RST | Rep: REP317,REP317,Neutral,Email,Reset PIN
474,a226dc1c-bb88-40bd-9556-7af947862c29,2025-04-15,DISP,2025-04-15 | DISP | Rep: REP801,REP801,Negative,Chat,Dispute Transaction
475,e060bf64-5d7b-4fce-b318-1054dfee0b20,2025-01-11,DISP,2025-01-11 | DISP | Rep: REP394,REP394,Neutral,Email,Dispute Transaction
476,14453942-d088-4bae-b015-824ba4821f08,2025-03-04,BAL TRF,2025-03-04 | BAL TRF | Rep: REP200,REP200,Positive,Email,Balance Transfer Request
477,5f9c04ee-03d3-44a5-b221-ad85fe6269be,2025-03-04,KYC,2025-03-04 | KYC | Rep: REP788 | Note: Explained process for fee waiver eligibility.,REP788,Neutral,Chat,Account Verification
478,91aae7c3-2bcf-4b9b-b239-0dd0de5f6e6f,2025-03-10,DC,2025-03-10 | DC | Rep: REP975,REP975,Neutral,Voice,Debit Card Service
479,7c97ca79-ff2c-446d-9e36-c122afac1aff,2024-10-21,FVR CHK,2024-10-21 | FVR CHK | Rep: REP303 | Note: Customer complained about unrecognized transaction.,REP303,Neutral,Email,Fraud Detection
480,f7a5ae32-c2f2-47ca-a3ef-b45845fc6b72,2025-04-02,FEE WVR,2025-04-02 | FEE WVR | Rep: REP270,REP270,Positive,Voice,Fee Waiver Request
481,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2025-01-27,LMT INC,2025-01-27 | LMT INC | Rep: REP941 | Note: Customer satisfied with resolution.,REP941,Negative,Email,Increase Credit Limit
482,91aae7c3-2bcf-4b9b-b239-0dd0de5f6e6f,2024-12-21,DC,2024-12-21 | DC | Rep: REP034,REP034,Positive,Chat,Debit Card Service
483,823a02da-ed52-488a-ad1b-147536f95891,2024-12-18,ACCT,2024-12-18 | ACCT | Rep: REP022,REP022,Positive,Chat,General Account Info
484,9d943d74-8a6a-46a5-bba8-8220111a003e,2025-01-18,ACCT,2025-01-18 | ACCT | Rep: REP165,REP165,Negative,Email,General Account Info
485,cda122e2-98d5-4007-959a-0bedb790fe80,2024-11-03,OTP,2024-11-03 | OTP | Rep: REP165,REP165,Positive,Chat,Authentication Help
486,28a8a9f6-e262-4314-8477-662ea54a5a54,2024-12-14,PIN RST,2024-12-14 | PIN RST | Rep: REP532,REP532,Neutral,Voice,Reset PIN
487,9d943d74-8a6a-46a5-bba8-8220111a003e,2025-04-01,LMT INC,2025-04-01 | LMT INC | Rep: REP853,REP853,Negative,Voice,Increase Credit Limit
488,7c97ca79-ff2c-446d-9e36-c122afac1aff,2024-12-07,COLL,2024-12-07 | COLL | Rep: REP718 | Note: Card declined during purchase—issue escalated.,REP718,Negative,Voice,Collections Call
489,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2024-11-14,KYC,2024-11-14 | KYC | Rep: REP886,REP886,Neutral,Chat,Account Verification
490,915f65c5-471f-4429-b0ab-a614e553d45c,2025-01-09,ADDR UPD,2025-01-09 | ADDR UPD | Rep: REP567,REP567,Neutral,Voice,Profile Update
491,19870aee-236e-442d-9b1a-262bb11eea2d,2024-11-18,DC,2024-11-18 | DC | Rep: REP180,REP180,Negative,Voice,Debit Card Service
492,447b2c33-ad78-4482-af58-cfcf1d922222,2025-01-04,DC,2025-01-04 | DC | Rep: REP194 | Note: Card declined during purchase—issue escalated.,REP194,Neutral,Email,Debit Card Service
493,90aba0e9-b888-4e3f-baf3-ad6ed194daa1,2025-04-05,NRI,2025-04-05 | NRI | Rep: REP305 | Note: Customer confirmed identity after 2FA.,REP305,Positive,Chat,Foreign Services
494,89647783-4c9e-45dc-8830-c647231f87cf,2024-10-20,DISP,2024-10-20 | DISP | Rep: REP389,REP389,Negative,Email,Dispute Transaction
495,4c183bc4-9920-4b57-899a-9e39cfe16ad0,2024-10-27,CC,2024-10-27 | CC | Rep: REP710,REP710,Negative,Email,Apply Credit Card
496,33b3f695-4685-4d11-bccd-65bd79d42c68,2025-01-27,PIN RST,2025-01-27 | PIN RST | Rep: REP464,REP464,Negative,Voice,Reset PIN
497,a205ea87-4fa9-4d62-b169-de85a7b9bc91,2025-01-21,CLOSE ACCT,2025-01-21 | CLOSE ACCT | Rep: REP779 | Note: Offered balance transfer options; customer interested.,REP779,Positive,Email,Close Account
498,7c97ca79-ff2c-446d-9e36-c122afac1aff,2025-02-19,ACCT,2025-02-19 | ACCT | Rep: REP838 | Note: Card declined during purchase—issue escalated.,REP838,Positive,Voice,General Account Info
499,1fe9d4bc-18e2-46c6-9241-92f1d6a12512,2025-02-04,TXN,2025-02-04 | TXN | Rep: REP010,REP010,Negative,Chat,Transaction Issue
500,b7206ec9-9b0f-4849-8981-243e2f04b06e,2024-11-26,ECS RVS,2024-11-26 | ECS RVS | Rep: REP387,REP387,Negative,Email,Reversal Request
501,52014828-a05b-4c5c-ad00-9b7483e22d75,2025-03-05,ADDR UPD,2025-03-05 | ADDR UPD | Rep: REP485 | Note: Requested urgent update to mailing address.,REP485,Positive,Voice,Profile Update
502,c7018be2-d970-4ed2-ac6b-c2bfd14c44ff,2024-11-12,PND DOC,2024-11-12 | PND DOC | Rep: REP884 | Note: Card declined during purchase—issue escalated.,REP884,Negative,Email,Document Follow-up
503,5282a13a-908f-4fe8-b799-d702be60d2f7,2025-01-06,ECS RVS,2025-01-06 | ECS RVS | Rep: REP546,REP546,Neutral,Chat,Reversal Request
504,4c183bc4-9920-4b57-899a-9e39cfe16ad0,2024-12-17,CLOSE ACCT,2024-12-17 | CLOSE ACCT | Rep: REP906,REP906,Neutral,Email,Close Account
505,e3d43b2b-56c6-4cb0-98e8-847df6184288,2024-11-13,CLOSE ACCT,2024-11-13 | CLOSE ACCT | Rep: REP045,REP045,Positive,Email,Close Account
506,0434e68f-dcd2-4409-95ab-2e1b5b50e6e8,2025-01-11,ACCT,2025-01-11 | ACCT | Rep: REP841,REP841,Positive,Chat,General Account Info
507,0f301ab3-6241-4c1a-83c1-90cfbc891002,2025-03-23,CLOSE ACCT,2025-03-23 | CLOSE ACCT | Rep: REP277,REP277,Positive,Email,Close Account
508,e3d43b2b-56c6-4cb0-98e8-847df6184288,2024-11-02,KYC,2024-11-02 | KYC | Rep: REP079 | Note: Card declined during purchase—issue escalated.,REP079,Positive,Voice,Account Verification
509,06d270b6-6fce-4d22-8fab-558f39f019ab,2025-03-28,ECS RVS,2025-03-28 | ECS RVS | Rep: REP687,REP687,Positive,Email,Reversal Request
510,9d943d74-8a6a-46a5-bba8-8220111a003e,2024-12-10,ECS BLK,2024-12-10 | ECS BLK | Rep: REP073,REP073,Positive,Chat,Block Auto Payment
511,36bd642d-6ae0-48aa-970f-6d1ce4c68704,2025-02-15,OTP,2025-02-15 | OTP | Rep: REP793,REP793,Negative,Chat,Authentication Help
512,b7206ec9-9b0f-4849-8981-243e2f04b06e,2025-03-31,FEE WVR,2025-03-31 | FEE WVR | Rep: REP471,REP471,Positive,Voice,Fee Waiver Request
513,3b569f87-2a2c-4b2b-8c45-9dc1500fe43d,2025-04-07,BAL TRF,2025-04-07 | BAL TRF | Rep: REP926,REP926,Positive,Email,Balance Transfer Request
514,f8190d5a-c206-4b20-bf2f-39acfbb85d6d,2025-04-07,PIN RST,2025-04-07 | PIN RST | Rep: REP115,REP115,Neutral,Voice,Reset PIN
515,0842f9fc-3fa9-4ec9-8251-82210e4a9d52,2024-12-13,NRI,2024-12-13 | NRI | Rep: REP797,REP797,Neutral,Email,Foreign Services
516,dbd63405-051c-4136-bd17-3a7c8e99c31a,2025-01-25,OTP,2025-01-25 | OTP | Rep: REP538,REP538,Negative,Email,Authentication Help
517,c7018be2-d970-4ed2-ac6b-c2bfd14c44ff,2024-12-14,DISP,2024-12-14 | DISP | Rep: REP660,REP660,Positive,Voice,Dispute Transaction
518,bf3dabb4-534e-439c-8e50-da466bd22af9,2024-10-23,OTP,2024-10-23 | OTP | Rep: REP777,REP777,Negative,Chat,Authentication Help
519,bf954c81-7139-4f99-9385-aab171dbf23d,2025-01-30,CHQ BK,2025-01-30 | CHQ BK | Rep: REP112,REP112,Negative,Email,Order Cheque Book
520,73d8b86a-d1dc-425c-b98e-7712bc5351ee,2024-10-24,NPS ACCT,2024-10-24 | NPS ACCT | Rep: REP334 | Note: Collection notice acknowledged; partial payment made.,REP334,Negative,Chat,Open New Account
521,e3dce91d-ea4f-4d97-9514-bdeb43dacd04,2024-12-21,ECS BLK,2024-12-21 | ECS BLK | Rep: REP320,REP320,Positive,Voice,Block Auto Payment
522,f8035d6f-dc44-472f-aa65-0b94655e9cd6,2024-11-01,CHQ BK,2024-11-01 | CHQ BK | Rep: REP439,REP439,Positive,Chat,Order Cheque Book
523,e060bf64-5d7b-4fce-b318-1054dfee0b20,2024-11-25,TXN,2024-11-25 | TXN | Rep: REP998 | Note: Collection notice acknowledged; partial payment made.,REP998,Positive,Voice,Transaction Issue
524,52014828-a05b-4c5c-ad00-9b7483e22d75,2025-01-14,STMT RQ,2025-01-14 | STMT RQ | Rep: REP611,REP611,Negative,Voice,Get Statement
525,39c58908-0e01-4368-a3c6-d1147d2a69d9,2024-12-10,NRI,2024-12-10 | NRI | Rep: REP957,REP957,Positive,Chat,Foreign Services
526,06698fa8-120a-4e1b-8d05-3de76b397d97,2025-01-23,COLL,2025-01-23 | COLL | Rep: REP460 | Note: Offered balance transfer options; customer interested.,REP460,Neutral,Chat,Collections Call
527,8baa998e-4295-4756-869b-770df05f293f,2024-11-29,STMT RQ,2024-11-29 | STMT RQ | Rep: REP677,REP677,Neutral,Voice,Get Statement
528,32d5fe86-eac5-40e9-8b43-f8c963ba2f01,2024-12-07,NRI,2024-12-07 | NRI | Rep: REP128,REP128,Neutral,Chat,Foreign Services
529,9d943d74-8a6a-46a5-bba8-8220111a003e,2024-11-11,ECS BLK,2024-11-11 | ECS BLK | Rep: REP055 | Note: Customer complained about unrecognized transaction.,REP055,Positive,Voice,Block Auto Payment
530,46023047-12c0-4e1d-b056-7a29178097ee,2025-01-15,NPS ACCT,2025-01-15 | NPS ACCT | Rep: REP081,REP081,Negative,Email,Open New Account
531,10408cd5-26ae-4239-9e05-6efe42e2aae5,2025-01-27,ACCT,2025-01-27 | ACCT | Rep: REP607 | Note: Requested urgent update to mailing address.,REP607,Negative,Email,General Account Info
532,8d40f1f4-e8f8-4c51-bae9-54db78afb62d,2025-03-01,COLL,2025-03-01 | COLL | Rep: REP927,REP927,Negative,Chat,Collections Call
533,5282a13a-908f-4fe8-b799-d702be60d2f7,2025-01-21,FVR CHK,2025-01-21 | FVR CHK | Rep: REP441 | Note: Explained process for fee waiver eligibility.,REP441,Negative,Email,Fraud Detection
534,0842f9fc-3fa9-4ec9-8251-82210e4a9d52,2024-12-10,KYC,2024-12-10 | KYC | Rep: REP860,REP860,Neutral,Voice,Account Verification
535,15da6d3d-8f92-4c54-a77d-ea4e2ce1b14d,2024-11-17,PND DOC,2024-11-17 | PND DOC | Rep: REP387 | Note: Advised to visit branch with original documents.,REP387,Negative,Email,Document Follow-up
536,19870aee-236e-442d-9b1a-262bb11eea2d,2024-12-07,FVR CHK,2024-12-07 | FVR CHK | Rep: REP357,REP357,Neutral,Chat,Fraud Detection
537,20b597ca-3266-427e-a47d-79a31c1491a4,2024-10-26,STMT RQ,2024-10-26 | STMT RQ | Rep: REP078 | Note: Fraud alert placed on the account.,REP078,Positive,Chat,Get Statement
538,6117057d-dd3f-4142-844c-1e49f9428e43,2024-11-26,FEE WVR,2024-11-26 | FEE WVR | Rep: REP285 | Note: Customer satisfied with resolution.,REP285,Positive,Voice,Fee Waiver Request
539,6117057d-dd3f-4142-844c-1e49f9428e43,2024-11-17,LMT INC,2024-11-17 | LMT INC | Rep: REP497,REP497,Neutral,Chat,Increase Credit Limit
540,9d943d74-8a6a-46a5-bba8-8220111a003e,2024-10-25,FEE WVR,2024-10-25 | FEE WVR | Rep: REP584 | Note: Customer satisfied with resolution.,REP584,Negative,Email,Fee Waiver Request
541,1bf09578-0d01-44ec-959e-e1e53ff01af3,2025-04-01,CLOSE ACCT,2025-04-01 | CLOSE ACCT | Rep: REP928 | Note: Customer confirmed identity after 2FA.,REP928,Neutral,Voice,Close Account
542,da5ed01c-177e-4a00-b987-efa43826fcba,2025-03-12,OTP,2025-03-12 | OTP | Rep: REP255 | Note: Customer satisfied with resolution.,REP255,Positive,Chat,Authentication Help
543,e3dce91d-ea4f-4d97-9514-bdeb43dacd04,2025-01-19,PIN RST,2025-01-19 | PIN RST | Rep: REP284,REP284,Negative,Chat,Reset PIN
544,15da6d3d-8f92-4c54-a77d-ea4e2ce1b14d,2024-10-20,LMT INC,2024-10-20 | LMT INC | Rep: REP538 | Note: Customer confirmed identity after 2FA.,REP538,Neutral,Voice,Increase Credit Limit
545,c7018be2-d970-4ed2-ac6b-c2bfd14c44ff,2024-11-04,CLOSE ACCT,2024-11-04 | CLOSE ACCT | Rep: REP265 | Note: Explained process for fee waiver eligibility.,REP265,Neutral,Chat,Close Account
546,8d40f1f4-e8f8-4c51-bae9-54db78afb62d,2025-01-19,NRI,2025-01-19 | NRI | Rep: REP836 | Note: Dispute form submitted; follow-up needed in 5 days.,REP836,Negative,Voice,Foreign Services
547,ccf5d64a-c743-49b8-a561-95f4b4a79b76,2025-02-10,KYC,2025-02-10 | KYC | Rep: REP255,REP255,Positive,Chat,Account Verification
548,e060bf64-5d7b-4fce-b318-1054dfee0b20,2024-10-21,KYC,2024-10-21 | KYC | Rep: REP154 | Note: Advised to visit branch with original documents.,REP154,Positive,Email,Account Verification
549,b9d0fe24-6860-4bbc-b5c1-7a0c8810d05c,2025-02-04,CHQ BK,2025-02-04 | CHQ BK | Rep: REP281,REP281,Negative,Email,Order Cheque Book
550,52014828-a05b-4c5c-ad00-9b7483e22d75,2024-12-25,TXN,2024-12-25 | TXN | Rep: REP377,REP377,Negative,Voice,Transaction Issue
551,06698fa8-120a-4e1b-8d05-3de76b397d97,2025-01-26,LMT INC,2025-01-26 | LMT INC | Rep: REP499,REP499,Neutral,Chat,Increase Credit Limit
552,1fe9d4bc-18e2-46c6-9241-92f1d6a12512,2025-02-19,LMT INC,2025-02-19 | LMT INC | Rep: REP637 | Note: Card declined during purchase—issue escalated.,REP637,Negative,Voice,Increase Credit Limit
553,60fdd689-f9f7-4959-a65a-78190fcf80c1,2025-01-27,CC,2025-01-27 | CC | Rep: REP520,REP520,Negative,Chat,Apply Credit Card
554,a205ea87-4fa9-4d62-b169-de85a7b9bc91,2024-11-08,DISP,2024-11-08 | DISP | Rep: REP407 | Note: Dispute form submitted; follow-up needed in 5 days.,REP407,Positive,Chat,Dispute Transaction
555,70b65935-f9f4-4aba-8411-a3ff583f3a41,2024-11-26,FEE WVR,2024-11-26 | FEE WVR | Rep: REP656 | Note: Requested urgent update to mailing address.,REP656,Negative,Voice,Fee Waiver Request
556,4e3b0722-bc67-47bb-9ff8-61243e0d60cd,2025-03-30,CC,2025-03-30 | CC | Rep: REP144 | Note: Dispute form submitted; follow-up needed in 5 days.,REP144,Positive,Voice,Apply Credit Card
557,e3dce91d-ea4f-4d97-9514-bdeb43dacd04,2025-04-16,PND DOC,2025-04-16 | PND DOC | Rep: REP143 | Note: Collection notice acknowledged; partial payment made.,REP143,Positive,Chat,Document Follow-up
558,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2024-10-29,FEE WVR,2024-10-29 | FEE WVR | Rep: REP620 | Note: Customer satisfied with resolution.,REP620,Positive,Email,Fee Waiver Request
559,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2024-10-20,DISP,2024-10-20 | DISP | Rep: REP176,REP176,Neutral,Chat,Dispute Transaction
560,443c0160-bac5-4733-86d5-9c423bf3d008,2024-11-13,OTP,2024-11-13 | OTP | Rep: REP856 | Note: Card declined during purchase—issue escalated.,REP856,Positive,Email,Authentication Help
561,15da6d3d-8f92-4c54-a77d-ea4e2ce1b14d,2024-11-07,FEE WVR,2024-11-07 | FEE WVR | Rep: REP693,REP693,Negative,Voice,Fee Waiver Request
562,4e3b0722-bc67-47bb-9ff8-61243e0d60cd,2025-01-27,OTP,2025-01-27 | OTP | Rep: REP097,REP097,Positive,Email,Authentication Help
563,8d40f1f4-e8f8-4c51-bae9-54db78afb62d,2025-02-14,ECS BLK,2025-02-14 | ECS BLK | Rep: REP653,REP653,Negative,Chat,Block Auto Payment
564,e3d43b2b-56c6-4cb0-98e8-847df6184288,2025-02-01,NRI,2025-02-01 | NRI | Rep: REP731 | Note: Dispute form submitted; follow-up needed in 5 days.,REP731,Neutral,Chat,Foreign Services
565,06aa8efe-c4fa-4689-9f97-e1fe24151b18,2025-01-09,FEE WVR,2025-01-09 | FEE WVR | Rep: REP307,REP307,Negative,Voice,Fee Waiver Request
566,a205ea87-4fa9-4d62-b169-de85a7b9bc91,2024-11-10,BAL QRY,2024-11-10 | BAL QRY | Rep: REP619,REP619,Positive,Voice,Balance Inquiry
567,915f65c5-471f-4429-b0ab-a614e553d45c,2025-02-24,STMT RQ,2025-02-24 | STMT RQ | Rep: REP727,REP727,Neutral,Chat,Get Statement
568,47ef81b0-6f52-4417-b977-c0b1ceca29eb,2025-01-21,COLL,2025-01-21 | COLL | Rep: REP518,REP518,Positive,Chat,Collections Call
569,39c58908-0e01-4368-a3c6-d1147d2a69d9,2024-11-07,OTP,2024-11-07 | OTP | Rep: REP675,REP675,Negative,Chat,Authentication Help
570,06698fa8-120a-4e1b-8d05-3de76b397d97,2025-04-15,ECS RVS,2025-04-15 | ECS RVS | Rep: REP994,REP994,Negative,Chat,Reversal Request
571,73d8b86a-d1dc-425c-b98e-7712bc5351ee,2024-12-05,NRI,2024-12-05 | NRI | Rep: REP352 | Note: Collection notice acknowledged; partial payment made.,REP352,Negative,Voice,Foreign Services
572,e4a60b15-684d-4f73-a69e-41ecdd293758,2025-02-23,NPS ACCT,2025-02-23 | NPS ACCT | Rep: REP140,REP140,Negative,Chat,Open New Account
573,48460ac7-904c-4750-92ab-181d88a194f0,2025-01-02,STMT RQ,2025-01-02 | STMT RQ | Rep: REP134,REP134,Negative,Voice,Get Statement
574,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2024-10-21,OTP,2024-10-21 | OTP | Rep: REP879 | Note: Card declined during purchase—issue escalated.,REP879,Negative,Chat,Authentication Help
575,47ef81b0-6f52-4417-b977-c0b1ceca29eb,2025-02-01,CHQ BK,2025-02-01 | CHQ BK | Rep: REP564 | Note: Dispute form submitted; follow-up needed in 5 days.,REP564,Negative,Chat,Order Cheque Book
576,73d8b86a-d1dc-425c-b98e-7712bc5351ee,2025-04-16,ECS BLK,2025-04-16 | ECS BLK | Rep: REP094,REP094,Neutral,Chat,Block Auto Payment
577,c78b79e7-7e1a-4f7f-aaee-a7facfdfa03c,2024-11-14,FEE WVR,2024-11-14 | FEE WVR | Rep: REP487 | Note: Collection notice acknowledged; partial payment made.,REP487,Negative,Email,Fee Waiver Request
578,8c141c43-a3e3-441a-a4ef-22356da489cc,2025-04-16,CHQ BK,2025-04-16 | CHQ BK | Rep: REP265 | Note: Fraud alert placed on the account.,REP265,Negative,Email,Order Cheque Book
579,502fd85b-626a-4e9e-bcd2-708a1cafe1c1,2024-12-29,PND DOC,2024-12-29 | PND DOC | Rep: REP258,REP258,Negative,Email,Document Follow-up
580,17a85cba-2f69-4b99-8db4-252f70b0ef33,2025-02-22,CLOSE ACCT,2025-02-22 | CLOSE ACCT | Rep: REP145,REP145,Neutral,Email,Close Account
581,4c183bc4-9920-4b57-899a-9e39cfe16ad0,2025-04-17,TXN,2025-04-17 | TXN | Rep: REP616,REP616,Positive,Email,Transaction Issue
582,b7206ec9-9b0f-4849-8981-243e2f04b06e,2025-04-16,KYC,2025-04-16 | KYC | Rep: REP959,REP959,Positive,Email,Account Verification
583,840e6707-e8c3-4b4a-8af2-b0b7b29a93b5,2024-11-04,ECS BLK,2024-11-04 | ECS BLK | Rep: REP766,REP766,Neutral,Email,Block Auto Payment
584,bf954c81-7139-4f99-9385-aab171dbf23d,2025-02-13,KYC,2025-02-13 | KYC | Rep: REP969 | Note: Collection notice acknowledged; partial payment made.,REP969,Negative,Chat,Account Verification
585,47ef81b0-6f52-4417-b977-c0b1ceca29eb,2025-03-29,CHQ BK,2025-03-29 | CHQ BK | Rep: REP694 | Note: Card declined during purchase—issue escalated.,REP694,Positive,Chat,Order Cheque Book
586,06d270b6-6fce-4d22-8fab-558f39f019ab,2025-02-18,DISP,2025-02-18 | DISP | Rep: REP490 | Note: Explained process for fee waiver eligibility.,REP490,Neutral,Chat,Dispute Transaction
587,06698fa8-120a-4e1b-8d05-3de76b397d97,2024-11-27,DC,2024-11-27 | DC | Rep: REP450 | Note: Requested urgent update to mailing address.,REP450,Negative,Voice,Debit Card Service
588,f0f4107a-3ef7-4a62-bd63-35453e5482c2,2025-03-10,NRI,2025-03-10 | NRI | Rep: REP023,REP023,Positive,Email,Foreign Services
589,443c0160-bac5-4733-86d5-9c423bf3d008,2024-12-02,ECS RVS,2024-12-02 | ECS RVS | Rep: REP908 | Note: Customer satisfied with resolution.,REP908,Positive,Chat,Reversal Request
590,dc1322a7-aa46-4408-a3a7-a1412d19735e,2025-01-19,BAL QRY,2025-01-19 | BAL QRY | Rep: REP737,REP737,Negative,Voice,Balance Inquiry
591,e3dce91d-ea4f-4d97-9514-bdeb43dacd04,2025-01-02,PIN RST,2025-01-02 | PIN RST | Rep: REP409 | Note: Explained process for fee waiver eligibility.,REP409,Positive,Email,Reset PIN
592,47ef81b0-6f52-4417-b977-c0b1ceca29eb,2025-01-02,DC,2025-01-02 | DC | Rep: REP221,REP221,Neutral,Email,Debit Card Service
593,46023047-12c0-4e1d-b056-7a29178097ee,2025-01-01,CC,2025-01-01 | CC | Rep: REP666,REP666,Positive,Voice,Apply Credit Card
594,bf973dae-e279-4e3e-a0f8-f4bdde27d835,2024-12-22,CLOSE ACCT,2024-12-22 | CLOSE ACCT | Rep: REP909,REP909,Positive,Chat,Close Account
595,b7206ec9-9b0f-4849-8981-243e2f04b06e,2025-04-11,CHQ BK,2025-04-11 | CHQ BK | Rep: REP630 | Note: Offered balance transfer options; customer interested.,REP630,Negative,Voice,Order Cheque Book
596,14c6962b-8b83-44ef-8a1e-32a82f4ecf5c,2025-01-12,ACCT,2025-01-12 | ACCT | Rep: REP990,REP990,Positive,Chat,General Account Info
597,46023047-12c0-4e1d-b056-7a29178097ee,2025-01-19,BAL QRY,2025-01-19 | BAL QRY | Rep: REP454,REP454,Neutral,Email,Balance Inquiry
598,0c067c6d-ddbd-4c91-882e-8a09196eb5ca,2024-10-26,FEE WVR,2024-10-26 | FEE WVR | Rep: REP870,REP870,Positive,Chat,Fee Waiver Request
599,dbd63405-051c-4136-bd17-3a7c8e99c31a,2024-11-20,TXN,2024-11-20 | TXN | Rep: REP261 | Note: Collection notice acknowledged; partial payment made.,REP261,Positive,Chat,Transaction Issue
600,8baa998e-4295-4756-869b-770df05f293f,2025-03-28,ACCT,2025-03-28 | ACCT | Rep: REP434,REP434,Positive,Voice,General Account Info
601,6988d2ab-0c85-4ec1-a641-e140468bce09,2024-12-31,CHQ BK,2024-12-31 | CHQ BK | Rep: REP993,REP993,Positive,Chat,Order Cheque Book
602,e060bf64-5d7b-4fce-b318-1054dfee0b20,2024-12-13,LMT INC,2024-12-13 | LMT INC | Rep: REP607,REP607,Positive,Chat,Increase Credit Limit
603,46023047-12c0-4e1d-b056-7a29178097ee,2025-01-06,ECS RVS,2025-01-06 | ECS RVS | Rep: REP673,REP673,Neutral,Voice,Reversal Request
